Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-PR7VGR,22069,53,YouTube,Carousel,55+,All,Germany,3720,162,16.85622366,5.932526882,4.35483871,1
CAMP-F1HX6Z,45759,33,Instagram,Image,45-54,Female,India,25651,1910,56.05673201,1.78390706,7.446103466,1
CAMP-DCUJQ6,37645,25,Instagram,Carousel,18-24,Female,Germany,2301,1128,6.11236552,16.36027814,49.02216428,1
CAMP-FX7XJZ,36768,44,Google,Image,18-24,All,India,45767,3871,124.475087,0.8033736098,8.4580593,1
CAMP-6US7RP,23161,12,YouTube,Image,25-34,All,India,33622,1659,145.1664436,0.688864434,4.934269228,1
CAMP-422TA8,13816,34,YouTube,Text,55+,Female,UK,27077,3126,195.9829184,0.5102485504,11.54485357,1
CAMP-3RU7MY,39849,45,Google,Carousel,35-44,Female,Germany,31896,1964,80.04215915,1.24934161,6.157511914,1
CAMP-OW8DT8,39244,55,Facebook,Story,35-44,All,Germany,21065,2290,53.67699521,1.86299549,10.87111322,1
CAMP-CQ1XGB,17007,32,Google,Carousel,25-34,All,Germany,9633,967,56.64138296,1.765493616,10.03840963,1
CAMP-NGZ6WM,18877,41,LinkedIn,Text,25-34,Female,US,23154,890,122.6572019,0.8152802971,3.84382828,1
CAMP-DW0FGZ,27793,33,YouTube,Image,45-54,Female,India,12274,3062,44.16219911,2.26437999,24.94704253,1
CAMP-VRCTLT,43028,20,Instagram,Text,25-34,Female,Germany,38834,3630,90.2528586,1.107998146,9.347479013,1
CAMP-4Q9BC2,26429,38,LinkedIn,Video,25-34,Male,US,30886,3190,116.8640509,0.855695137,10.32830409,1
CAMP-BE3YQY,46992,4,YouTube,Video,35-44,Female,UK,29349,2749,62.45531154,1.601144843,9.366588299,1
CAMP-5FU7BF,16382,16,Google,Story,45-54,Male,Germany,13086,1667,79.88035649,1.25187223,12.73880483,1
CAMP-XQ7BZE,23724,15,LinkedIn,Text,25-34,All,Germany,19983,3067,84.23115832,1.187209128,15.34804584,1
CAMP-GBL2QG,23421,31,YouTube,Story,25-34,All,US,12442,1442,53.12326545,1.882414403,11.58977656,1
CAMP-V3DR2H,10588,14,Facebook,Story,45-54,Female,India,7988,1068,75.44389875,1.325488232,13.37005508,1
CAMP-2P39YL,22674,41,Facebook,Video,55+,All,UK,4191,4224,18.48372585,5.410164639,100.7874016,1
CAMP-9UE421,5340,4,Instagram,Story,45-54,All,Germany,23400,2924,438.2022472,0.2282051282,12.4957265,1
CAMP-VMEFOZ,43321,34,YouTube,Video,35-44,All,India,9596,4254,22.15091988,4.514485202,44.33097124,1
CAMP-TP7BD4,10578,15,Facebook,Image,55+,All,UK,5385,3857,50.90754396,1.964345404,71.62488394,1
CAMP-W1ARAG,45262,48,Google,Text,18-24,Male,Canada,5127,827,11.32738279,8.828164619,16.13029062,1
CAMP-DX5O31,19362,29,YouTube,Story,45-54,Male,Canada,46065,4608,237.9144716,0.4203191143,10.00325627,1
CAMP-YHXSO7,4532,51,Google,Video,35-44,Female,UK,5661,3986,124.9117387,0.8005652712,70.41158806,1
CAMP-VBGR8W,29821,43,Google,Carousel,55+,Female,US,40907,2093,137.175145,0.7289950375,5.116483731,1
CAMP-2MAIET,13668,19,Facebook,Story,45-54,Female,UK,35710,3180,261.2671934,0.38274993,8.905068608,1
CAMP-DN1TH1,14278,42,YouTube,Image,25-34,All,UK,5627,4539,39.41028155,2.537408921,80.66465257,1
CAMP-XJG2Y8,22295,33,LinkedIn,Image,45-54,All,US,20052,3902,89.93944831,1.111859166,19.45940555,1
CAMP-RGYBXK,402,36,Facebook,Carousel,18-24,Male,US,39501,2363,9826.119403,0.01017695755,5.982127035,1
CAMP-PM21B0,17122,26,Facebook,Video,45-54,Male,India,34325,2225,200.4730756,0.498820102,6.482155863,1
CAMP-7G2RE6,155,47,YouTube,Story,55+,Female,India,49153,1727,31711.6129,0.003153418916,3.513519012,1
CAMP-ZVLHYL,45881,37,YouTube,Video,55+,Male,US,28697,2007,62.54658791,1.598808238,6.993762414,1
CAMP-2LD05N,8817,50,Google,Image,45-54,Male,Canada,34881,267,395.610752,0.2527737163,0.7654597059,0
CAMP-HQR6F7,28799,8,YouTube,Video,55+,Male,Canada,34818,838,120.9000313,0.8271296456,2.40680108,1
CAMP-QNEZW9,8250,21,Google,Image,25-34,Male,UK,31012,4585,375.9030303,0.2660260544,14.78459951,1
CAMP-HEYCE4,2225,32,Facebook,Video,45-54,Male,Germany,48384,4798,2174.561798,0.04598627646,9.916501323,1
CAMP-QGM5V2,44347,9,Instagram,Carousel,25-34,Female,UK,29633,687,66.8207545,1.496541018,2.318361286,1
CAMP-WWG84D,48613,12,LinkedIn,Text,25-34,Female,UK,1344,3362,2.764692572,36.1703869,250.1488095,0
CAMP-4R9V4K,16848,43,Facebook,Carousel,35-44,Male,Germany,15146,357,89.89791073,1.112372904,2.357057969,1
CAMP-00ILU6,39677,34,YouTube,Carousel,45-54,Female,US,36883,3816,92.95813696,1.075753057,10.34622997,1
CAMP-VFUA9B,4721,36,LinkedIn,Text,55+,All,Canada,46908,872,993.6030502,0.1006438134,1.85895796,0
CAMP-Q1BTR2,15134,30,Instagram,Text,25-34,Male,UK,27378,1974,180.9039249,0.5527796041,7.210168749,1
CAMP-3QIUA0,46491,17,Instagram,Story,35-44,All,Germany,24448,4648,52.58652212,1.901627945,19.0117801,1
CAMP-8EKXDR,5226,32,Google,Story,45-54,Female,India,17756,1811,339.7627248,0.2943230457,10.19936923,1
CAMP-KZ40AQ,5222,39,LinkedIn,Carousel,45-54,Female,UK,22390,4419,428.7629261,0.2332291201,19.7364895,1
CAMP-15O2NQ,18130,31,Google,Carousel,18-24,All,Canada,18875,2642,104.1092113,0.9605298013,13.99735099,1
CAMP-W4C6LB,17402,24,Facebook,Image,18-24,Female,US,17532,2229,100.7470406,0.9925849875,12.71389459,1
CAMP-PJ8T22,19281,6,LinkedIn,Image,25-34,Male,UK,9368,3392,48.58669156,2.058176772,36.20836892,1
CAMP-C50B8Y,38738,22,Facebook,Story,18-24,All,UK,41306,4179,106.6291497,0.9378298552,10.11717426,1
CAMP-5DNWNG,1631,34,Google,Story,25-34,Male,Germany,44059,2351,2701.348866,0.03701854332,5.336026691,1
CAMP-UCZH9I,41040,38,LinkedIn,Image,55+,All,India,43235,4358,105.3484405,0.9492309471,10.07979646,1
CAMP-ER7U8H,40541,52,Google,Image,25-34,Female,India,15624,4880,38.53876323,2.594790067,31.23399898,1
CAMP-0IMJYJ,23433,6,LinkedIn,Video,18-24,All,US,48120,2740,205.3514275,0.4869700748,5.694098088,1
CAMP-CMRSEZ,39750,29,Google,Video,55+,All,Canada,14700,2731,36.98113208,2.704081633,18.57823129,1
CAMP-YTKW28,34774,19,Instagram,Image,18-24,Male,US,46168,1319,132.7658596,0.7532056836,2.8569572,1
CAMP-37C6QC,35954,14,Google,Video,25-34,Female,UK,28980,1536,80.60299271,1.240648723,5.300207039,1
CAMP-6K8DJZ,46371,24,Instagram,Text,35-44,Male,UK,20221,4785,43.60699575,2.293210029,23.66351812,1
CAMP-R5SWK8,8252,19,Google,Story,45-54,Female,India,34914,2444,423.0974309,0.2363521796,7.000057284,1
CAMP-TEMPXK,38618,12,LinkedIn,Story,18-24,Male,Canada,11851,1773,30.68776218,3.258627964,14.9607628,1
CAMP-C5I8XO,45640,56,LinkedIn,Image,25-34,All,Germany,22422,3210,49.12795793,2.035500847,14.31629649,1
CAMP-MXLVZ4,10367,3,LinkedIn,Carousel,55+,Male,Canada,16609,4935,160.2102826,0.6241796616,29.71280631,1
CAMP-QKE2GJ,25389,24,YouTube,Image,18-24,Female,UK,32384,878,127.5513017,0.7839982708,2.711215415,1
CAMP-R81BMQ,1162,28,Facebook,Video,18-24,Female,Germany,39987,2871,3441.222031,0.02905944432,7.179833446,1
CAMP-F7ZK94,30026,58,LinkedIn,Carousel,45-54,All,Canada,13338,3201,44.42150137,2.251162093,23.99910031,1
CAMP-YXFIBL,6329,20,Instagram,Video,25-34,Female,Canada,22448,4145,354.6847843,0.2819404847,18.46489665,1
CAMP-EJGUBL,49377,52,LinkedIn,Text,35-44,Male,Germany,10744,3748,21.75911862,4.595774386,34.88458675,1
CAMP-MNTFK7,48015,16,YouTube,Video,55+,All,UK,12241,2837,25.49411642,3.922473654,23.17621109,1
CAMP-ORFQLA,4732,49,Instagram,Text,25-34,Female,Canada,18101,293,382.523246,0.2614220209,1.6186951,0
CAMP-09LZRK,39156,31,YouTube,Text,55+,Female,Germany,10787,1652,27.54877924,3.62992491,15.31473069,1
CAMP-79UFU6,3696,14,Instagram,Video,18-24,Male,UK,25301,4632,684.5508658,0.1460811826,18.30757678,1
CAMP-PY06FT,44343,38,Google,Video,45-54,Male,Germany,5197,4407,11.7200009,8.532422551,84.79892246,1
CAMP-LO4QDB,6268,37,Facebook,Text,45-54,All,Germany,19693,537,314.1831525,0.3182856853,2.726857259,1
CAMP-XVH7KA,42663,54,Facebook,Carousel,35-44,Female,Canada,39017,2687,91.45395307,1.093446446,6.886741677,1
CAMP-TQYDSH,7661,14,YouTube,Text,45-54,Male,UK,33364,234,435.5045033,0.2296187507,0.7013547536,0
CAMP-LV76MF,8358,9,Facebook,Story,18-24,All,Canada,38049,2653,455.2404882,0.2196641173,6.972587979,1
CAMP-4NNKM9,16716,31,YouTube,Text,35-44,Female,US,40783,2375,243.9758315,0.4098766643,5.823504892,1
CAMP-5D0P92,26834,13,YouTube,Carousel,25-34,Female,US,18517,2273,69.00573899,1.449154831,12.27520657,1
CAMP-K38P6F,6471,35,YouTube,Story,45-54,All,UK,34858,967,538.6802658,0.1856388777,2.774112112,1
CAMP-VDHR59,26169,8,Facebook,Image,35-44,All,Germany,1802,890,6.886010165,14.52219756,49.38956715,1
CAMP-C81DO6,14469,49,YouTube,Image,18-24,Male,Canada,1899,3864,13.12461124,7.619273302,203.4755134,1
CAMP-OUZ1EG,13010,17,Facebook,Carousel,55+,Female,Canada,2692,3401,20.69177556,4.832838039,126.3372957,1
CAMP-NTB34K,8043,34,YouTube,Text,55+,Female,UK,1650,35,20.51473331,4.874545455,2.121212121,1
CAMP-UQAAJ8,12299,53,LinkedIn,Video,18-24,Female,UK,46769,4543,380.2666883,0.262973337,9.713699245,1
CAMP-4RX6PR,15828,13,YouTube,Carousel,18-24,All,US,20836,3524,131.6401314,0.7596467652,16.91303513,1
CAMP-YIEJ9C,23375,60,Instagram,Story,55+,Male,India,44615,1764,190.8663102,0.5239269304,3.953827188,1
CAMP-0UU5WR,6838,25,YouTube,Story,35-44,Female,UK,20233,3292,295.8906113,0.3379627341,16.27044927,1
CAMP-YESU4F,16013,28,Google,Image,55+,All,India,49820,2489,311.1222132,0.3214171016,4.995985548,1
CAMP-CL5EFJ,35340,36,YouTube,Story,18-24,Female,UK,1182,2701,3.344651952,29.89847716,228.5109983,0
